AC32520,"AC32520 Taxation, Fiscal Policy And Public Sector Finance",93,C,Sports Cage,Wednesday,7/1/2015,9:30,1.5 Hours,Management & Business
FM20620,FM20620 Television Genre,14,D,Padarn 1.00,Tuesday,13/01/2015,14:00,2 Hours,"Theatre, Film & Television Studies"
FR29020,FR29020 The Myth Of Paris,4,B,Penbryn - MedRus Main,Tuesday,13/01/2015,14:00,2 Hours,European Languages
HY31220,"HY31220 Sport, Leisure & Popular Culture In Britain Since 1850",72,A,Arts Centre - Great Hall,Tuesday,13/01/2015,14:00,2 Hours,History & Welsh History
IP30420,IP30420 International Politics And The Nuclear Age,59,B,Penbryn - MedRus Main,Tuesday,13/01/2015,14:00,2 Hours,International Politics
IRM4220,IRM4220 Scottish Gaelic Language And Literature 1,1,BB,Penbryn - MedRus 1 Wasdell,Tuesday,13/01/2015,14:00,2 Hours,Welsh
MA10020(b),MA10020 Algebra And Calculus*,197,C,Sports Cage,Tuesday,13/01/2015,14:00,2 Hours,Mathematics
MA38110,MA38110 Queueing And Reliability,25,B,Penbryn - MedRus Main,Tuesday,13/01/2015,14:00,2 Hours,Mathematics
MMM7220,MMM7220 People And Organisations,39,A,Arts Centre - Great Hall,Tuesday,13/01/2015,14:00,3 Hours,Management & Business
MT10020(b),MT10020 Algebra A Chalcwlws*,16,C,Sports Cage,Tuesday,13/01/2015,14:00,2 Hours,Mathematics
PH32410,PH32410 Condensed Matter 1,76,D,Padarn 1.00,Tuesday,13/01/2015,14:00,2 Hours,Physics
RD10120,RD10120 Making The British Countryside,22,C,Sports Cage,Tuesday,13/01/2015,14:00,1.5 Hours,"Biological, Environmental and Rural Sciences"
SEM5720,SEM5720 The Internet And How It Really Works*,6,BB,Penbryn - MedRus 1 Wasdell,Tuesday,13/01/2015,14:00,2 Hours,Computer Science
BR33820,BR33820 Parasitology,92,A,Arts Centre - Great Hall,Wednesday,14/01/2015,9:30,3 Hours,"Biological, Environmental and Rural Sciences"
GW10320,GW10320 Rhyfel Strategaeth A Chuddwybodaeth*,4,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,International Politics
HC11520,HC11520 Cymru A'R Byd: Cysylltiadau A Dylanwadau 1860 - 2000*,17,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,History & Welsh History
IP10320,"IP10320 War, Strategy And Intelligence*",128,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,International Politics
IP32220,IP32220 Political Theory*,1,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,International Politics
MA20110,MA20110 Real Analysis*,77,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,Mathematics
MM19010,MM19010 Tourism Principles And Impacts,60,A,Arts Centre - Great Hall,Wednesday,14/01/2015,9:30,1.5 Hours,Management & Business
MM34020,MM34020 Business Strategy,118,B,Penbryn - MedRus Main,Wednesday,14/01/2015,9:30,2 Hours,Management & Business
MT20110,MT20110 Dadansoddiad Real,15,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,Mathematics
MX30110,MX30110 Real Analysis*,2,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,Mathematics
RD11810,RD11810 Equine Industry,13,C,Sports Cage,Wednesday,14/01/2015,9:30,1.5 Hours,"Biological, Environmental and Rural Sciences"
TP21220(a),TP21220 Acting Dramatic Texts,58,,Departmental Room,Wednesday,14/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
WH11520,"WH11520 Wales And The World: Connections And Influences, 1860- 2000*",23,C,Sports Cage,Wednesday,14/01/2015,9:30,2 Hours,History & Welsh History
BR11520,BR11520 Animal Diversity*,307,C,Sports Cage,Wednesday,14/01/2015,14:00,1.5 Hours,"Biological, Environmental and Rural Sciences"
BR22310,BR22310 Infectious Diseases,67,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BRM0110,BRM0110 Animal Breeding And Genetics,10,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
CR31520,CR31520 Youth Crime & Youth Justice,68,D,Padarn 1.00,Wednesday,14/01/2015,14:00,2 Hours,Law & Criminology
EC32020,EC32020 Advanced Econometrics,7,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,2 Hours,Management & Business
HY38330,HY38330 Germany Since 1945,43,DD,Padarn 1.05,Wednesday,14/01/2015,14:00,3 Hours,History & Welsh History
IL35010,IL35010 Digital Information : Discovery To Delivery,5,C,Sports Cage,Wednesday,14/01/2015,14:00,1.5 Hours,Information Studies
IRM3920,IRM3920 Comparative Celtic Philology,2,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,2 Hours,Welsh
MA32610,MA32610 Topology*,35,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,2 Hours,Mathematics
MAM2620,MAM2620 Algebraic Topology*,12,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,3 Hours,Mathematics
MM39520,MM39520 Sustainable Tourism,23,B,Penbryn - MedRus Main,Wednesday,14/01/2015,14:00,2 Hours,Management & Business
SEM5640,SEM5640 Developing Advanced Internet-Based Applications*,10,D,Padarn 1.00,Wednesday,14/01/2015,14:00,2 Hours,Computer Science
AC12220,AC12220 Quantitative Skills And Methods,89,B,Penbryn - MedRus Main,Thursday,15/01/2015,9:30,1.5 Hours,Management & Business
AD12710,AD12710 Sgiliau Astudio,9,,Departmental Room,Thursday,15/01/2015,9:30,6 Hours,Education & Lifelong Learning
CS12510,CS12510 Functional Programming,55,B,Penbryn - MedRus Main,Thursday,15/01/2015,9:30,2 Hours,Computer Science
CS37420,"CS37420 E-Commerce: Implementation, Management And Security",51,C,Sports Cage,Thursday,15/01/2015,9:30,2 Hours,Computer Science
EA22520,EA22520 Earth Resources,40,DD,Padarn 1.05,Thursday,15/01/2015,9:30,2 Hours,Geography & Earth Sciences
ED30120(c),ED30120 Critically Reflecting And Evaluating Learning And Skills*,66,,Departmental Room,Thursday,15/01/2015,9:30,6 Hours,Education & Lifelong Learning
FG26020,FG26020 Ffiseg Mathemategol*,12,A,Arts Centre - Great Hall,Thursday,15/01/2015,9:30,3 Hours,Physics
HY12220,"HY12220 Nationalism, Totalitarianism And Democratization: Czechoslov",32,BB,Penbryn - MedRus 1 Wasdell,Thursday,15/01/2015,9:30,2 Hours,History & Welsh History
IP36620,IP36620 Democracy Promotion In World Politics,57,A,Arts Centre - Great Hall,Thursday,15/01/2015,9:30,2 Hours,International Politics
LA30510,"LA30510 Human Rights - Theories, Institutions & Remedies",91,D,Padarn 1.00,Thursday,15/01/2015,9:30,1.5 Hours,Law & Criminology
MA10020(a),MA10020 Algebra And Calculus*,197,C,Sports Cage,Thursday,15/01/2015,9:30,2 Hours,Mathematics
MP26020,MP26020 Mathematical Physics*,126,A,Arts Centre - Great Hall,Thursday,15/01/2015,9:30,3 Hours,Physics
MT10020(a),MT10020 Algebra A Chalcwlws*,16,C,Sports Cage,Thursday,15/01/2015,9:30,2 Hours,Mathematics
SE31520,SE31520 Developing Internet-Based Applications,70,C,Sports Cage,Thursday,15/01/2015,9:30,2 Hours,Computer Science
SS19220,SS19220 Research In Sport & Exercise Science 1,53,PC,Llandinam B23,Thursday,15/01/2015,9:30,1.5 Hours,Sport and Exercise Science
TP21220(b),TP21220 Acting Dramatic Texts,58,,Departmental Room,Thursday,15/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
TP22520,TP22520 Scenographic Composition,15,,Departmental Room,Thursday,15/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
BG21920,"BG21920 Bwyd, Ffermio A'R Amgylchedd*",14,D,Padarn 1.00,Thursday,15/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BR00120,BR00120 Chemistry For The Life Sciences,42,B,Penbryn - MedRus Main,Thursday,15/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BR11310,BR11310 Genetics,331,C,Sports Cage,Thursday,15/01/2015,14:00,1.5 Hours,"Biological, Environmental and Rural Sciences"
BR21920,"BR21920 Food, Farming And The Environment*",52,D,Padarn 1.00,Thursday,15/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BR30420,BR30420 The Agri-Environment,61,A,Arts Centre - Great Hall,Thursday,15/01/2015,14:00,3 Hours,"Biological, Environmental and Rural Sciences"
EA30520,EA30520 Oceanography And Marine Geology,7,DD,Padarn 1.05,Thursday,15/01/2015,14:00,2 Hours,Geography & Earth Sciences
GG33120,GG33120 Palaeoenvironmental Change Beyond The Ice Sheets,20,D,Padarn 1.00,Thursday,15/01/2015,14:00,2 Hours,Geography & Earth Sciences
HY31620,HY31620 War & Society In History,95,B,Penbryn - MedRus Main,Thursday,15/01/2015,14:00,2 Hours,History & Welsh History
IP10420,IP10420 Introduction To International Politics*,1,D,Padarn 1.00,Thursday,15/01/2015,14:00,2 Hours,International Politics
MM39120,MM39120 Destination And Attraction Management,14,B,Penbryn - MedRus Main,Thursday,15/01/2015,14:00,2 Hours,Management & Business
MMM4320,MMM4320 Marketing Theory,9,B,Penbryn - MedRus Main,Thursday,15/01/2015,14:00,2 Hours,Management & Business
PH33610,PH33610 Semiconductor Physics,38,DD,Padarn 1.05,Thursday,15/01/2015,14:00,2 Hours,Physics
WE11220,WE11220 Beginning Modern Welsh 1*,10,D,Padarn 1.00,Thursday,15/01/2015,14:00,2 Hours,Welsh
WEM1120,WEM1120 Welsh Language 1*,3,D,Padarn 1.00,Thursday,15/01/2015,14:00,2 Hours,Welsh
BR22720,BR22720 Molecular Cell And Cancer Biology,93,C,Sports Cage,Friday,16/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
BR31420,BR31420 Bioinformatics And Functional Genomics,56,B,Penbryn - MedRus Main,Friday,16/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
CR12220,CR12220 Criminal Law For Criminologists*,33,DD,Padarn 1.05,Friday,16/01/2015,9:30,2 Hours,Law & Criminology
CS12020,CS12020 Introduction To Programming*,253,PC,"Computer Science PC Lab, Llandinam B23 & Physical Sciences 112",Friday,16/01/2015,9:30,1.5 Hours,Computer Science
CS20410,CS20410 The Advanced Mathematics Driving License For Computer Science,52,C,Sports Cage,Friday,16/01/2015,9:30,2 Hours,Computer Science
CY33120,CY33120 Y Cynfeirdd Diweddar,23,C,Sports Cage,Friday,16/01/2015,9:30,2 Hours,Welsh
EC11110,EC11110 Hot Topics In Economics,89,D,Padarn 1.00,Friday,16/01/2015,9:30,1.5 Hours,Management & Business
ECM3020,ECM3020 Emerging Financial Markets,13,BB,Penbryn - MedRus 1 Wasdell,Friday,16/01/2015,9:30,3 Hours,Management & Business
IP39520,"IP39520 Islam, Foreign Policy And The Developing World",85,B,Penbryn - MedRus Main,Friday,16/01/2015,9:30,2 Hours,International Politics
MA34610,MA34610 Hydrodynamics Ii,16,DD,Padarn 1.05,Friday,16/01/2015,9:30,2 Hours,Mathematics
MT34110,MT34110 Hafaliadau Differol Rhannol,6,B,Penbryn - MedRus Main,Friday,16/01/2015,9:30,2 Hours,Mathematics
TP23220,TP23220 Shakespeare In Performance,46,,Departmental Room,Friday,16/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
WH34230,WH34230 National Identities In The British Isles 1801-1914*,7,BB,Penbryn - MedRus 1 Wasdell,Friday,16/01/2015,9:30,3 Hours,History & Welsh History
AC33120,AC33120 Management Accounting 2,62,D,Padarn 1.00,Friday,16/01/2015,14:00,1.5 Hours,Management & Business
BG20720,"BG20720 Maeth Anifeiliaid Fferm, Ceffylau Ac Anifeiliaid Anwes*",14,B,Penbryn - MedRus Main,Friday,16/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BR13320,BR13320 Applied Animal Biology,51,C,Sports Cage,Friday,16/01/2015,14:00,1.5 Hours,"Biological, Environmental and Rural Sciences"
BR20720,"BR20720 Applied Nutrition Of Livestock, Horses And Companion Animals*",58,B,Penbryn - MedRus Main,Friday,16/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BR20910,BR20910 Aquatic Micro- And Macrophytes,38,BB,Penbryn - MedRus 1 Wasdell,Friday,16/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
BRM1620,BRM1620 Infection And Immunity,10,A,Arts Centre - Great Hall,Friday,16/01/2015,14:00,3 Hours,"Biological, Environmental and Rural Sciences"
EN10020,EN10020 Encountering Texts,158,A,Arts Centre - Great Hall,Friday,16/01/2015,14:00,2 Hours,English & Creative Writing
GG36220,GG36220 Landscapes Of British Modernity,42,C,Sports Cage,Friday,16/01/2015,14:00,2 Hours,Geography & Earth Sciences
PS11520,PS11520 Applications Of Psychology,116,C,Sports Cage,Friday,16/01/2015,14:00,2 Hours,Psychology
PS31620,PS31620 The Social Psychology Of Music,50,C,Sports Cage,Friday,16/01/2015,14:00,2 Hours,Psychology
RD20420,"RD20420 Food, Farming And The Environment*",53,B,Penbryn - MedRus Main,Friday,16/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
RG20420,"RG20420 Bwyd, Ffermio A'R Amgylchedd*",1,B,Penbryn - MedRus Main,Friday,16/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
AD30120,AD30120 Gwerthuso Ac Adlewyrchu Ar Sgiliau Dysgu Yn Gritigol,2,,Departmental Room,Saturday,17/01/2015,9:30,6 Hours,Education & Lifelong Learning
CS31310,CS31310 Agile Methodologies,104,B,Penbryn - MedRus Main,Saturday,17/01/2015,9:30,2 Hours,Computer Science
ED30120(a),ED30120 Critically Reflecting And Evaluating Learning And Skills*,66,,Departmental Room,Saturday,17/01/2015,9:30,6 Hours,Education & Lifelong Learning
EN33020(b),"EN33020 Shakespeare, Jonson And Company",20,,Departmental Room,Saturday,17/01/2015,9:30,4 Hours,English & Creative Writing
EN38720(b),"EN38720 Writing Women For The Public Stage, 1670-1780",16,,Departmental Room,Saturday,17/01/2015,9:30,4 Hours,English & Creative Writing
LA36820,LA36820 Labour Law,81,D,Padarn 1.00,Saturday,17/01/2015,9:30,2 Hours,Law & Criminology
MA10310,MA10310 Probability*,82,C,Sports Cage,Saturday,17/01/2015,9:30,2 Hours,Mathematics
MA36510,MA36510 Linear Statistical Models,34,DD,Padarn 1.05,Saturday,17/01/2015,9:30,2 Hours,Mathematics
MT10310,MT10310 Tebygoleg*,7,C,Sports Cage,Saturday,17/01/2015,9:30,2 Hours,Mathematics
PH24610,PH24610 Stars,42,B,Penbryn - MedRus Main,Saturday,17/01/2015,9:30,2 Hours,Physics
PH34510,PH34510 Optronics,36,BB,Penbryn - MedRus 1 Wasdell,Saturday,17/01/2015,9:30,2 Hours,Physics
AC11020,AC11020 Financial Accounting 1,96,C,Sports Cage,Saturday,17/01/2015,14:00,1.5 Hours,Management & Business
BR31510,BR31510 Brains And Behaviour,98,C,Sports Cage,Saturday,17/01/2015,14:00,2 Hours,"Biological, Environmental and Rural Sciences"
DA22510,DA22510 Geomorffoleg Afonol,9,C,Sports Cage,Saturday,17/01/2015,14:00,2 Hours,Geography & Earth Sciences
GG14210,"GG14210 Power, Place And Development",116,A,Arts Centre - Great Hall,Saturday,17/01/2015,14:00,2 Hours,Geography & Earth Sciences
GG22610,GG22610 Catchment Systems,74,C,Sports Cage,Saturday,17/01/2015,14:00,2 Hours,Geography & Earth Sciences
HY15220,HY15220 Modernity And The Making Of Asia,36,BB,Penbryn - MedRus 1 Wasdell,Saturday,17/01/2015,14:00,2 Hours,History & Welsh History
IP35320,IP35320 Warfare After Waterloo: Military History 1815 - 1918*,96,D,Padarn 1.00,Saturday,17/01/2015,14:00,2 Hours,International Politics
TP11020,TP11020 Studying Theatre 1,127,B,Penbryn - MedRus Main,Saturday,17/01/2015,14:00,2 Hours,"Theatre, Film & Television Studies"
AH32520,AH32520 History Of Photography 1 - Themes And Processes 1840-1940,30,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,Art
BG13320,BG13320 Bioleg Cymhwysol Anifeiliad,5,DD,Padarn 1.05,Monday,19/01/2015,9:30,1.5 Hours,"Biological, Environmental and Rural Sciences"
BR00410,BR00410 Biological Organisation And Design,42,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
BR11610,BR11610 Introduction To Biology,13,DD,Padarn 1.05,Monday,19/01/2015,9:30,1.5 Hours,"Biological, Environmental and Rural Sciences"
BR21120,"BR21120 Climate Change: Plants, Animals And Ecosystems",42,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
BR23210,BR23210 Proteins And Enzymes,86,B,Penbryn - MedRus Main,Monday,19/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
BR25110,BR25110 Grassland Management,3,B,Penbryn - MedRus Main,Monday,19/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
BR30510,BR30510 Animal Bioethics,89,D,Padarn 1.00,Monday,19/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
BRM0610,"BRM0610 Endocrinology, Growth And Development",11,BB,Penbryn - MedRus 1 Wasdell,Monday,19/01/2015,9:30,3 Hours,"Biological, Environmental and Rural Sciences"
CS10110,"CS10110 Introduction To Computer Hardware, Operating Systems And Unix Tools",258,PC,"Computer Science PC Lab, Llandinam B23 & Physical Sciences 112",Monday,19/01/2015,9:30,1.5 Hours,Computer Science
CY10110,CY10110 Themâu A Ffigurau Llên C.550-1900,21,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,Welsh
DA10110,DA10110 Pobl A Lle,14,B,Penbryn - MedRus Main,Monday,19/01/2015,9:30,2 Hours,Geography & Earth Sciences
EA11710,EA11710 The Dynamic Earth,79,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,Geography & Earth Sciences
EC30220,EC30220 Intermediate Microeconomics; Consumers And Producers,53,B,Penbryn - MedRus Main,Monday,19/01/2015,9:30,2 Hours,Management & Business
ED30120(b),ED30120 Critically Reflecting And Evaluating Learning And Skills*,66,,Departmental Room,Monday,19/01/2015,9:30,6 Hours,Education & Lifelong Learning
EL10610,EL10610 Language In Society: An Introduction To Sociolinguistics,27,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,European Languages
FR39020,"FR39020 The Nature Of The Beast: Animal, Human, Monster",10,D,Padarn 1.00,Monday,19/01/2015,9:30,2 Hours,European Languages
GC21910,GC21910 Hen Wyddeleg (Iaith A Llên) I,2,B,Penbryn - MedRus Main,Monday,19/01/2015,9:30,2 Hours,Welsh
GG33020,"GG33020 Soil, Geochemistry And Environment",39,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,Geography & Earth Sciences
HC32130,HC32130 Gwrthdaro A Chydfodolaeth - Y Normaniaid Hyd Owain Glyn Dwr*,24,BB,Penbryn - MedRus 1 Wasdell,Monday,19/01/2015,9:30,3 Hours,History & Welsh History
IQ32120,IQ32120 Modern China,61,C,Sports Cage,Monday,19/01/2015,9:30,2 Hours,International Politics
IRM3320,IRM3320 Classical Irish Language And Literature I,1,B,Penbryn - MedRus Main,Monday,19/01/2015,9:30,2 Hours,Welsh
LA39110,LA39110 Comparative Public Law,25,DD,Padarn 1.05,Monday,19/01/2015,9:30,1.5 Hours,Law & Criminology
TP11220(a),TP11220 Thinking Theatre 1: Key Theatre Practices,78,,Departmental Room,Monday,19/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
TP21820(a),TP21820 Directing Text,30,,Departmental Room,Monday,19/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
TP33520,TP33520 Documentary Theatre,24,,Departmental Room,Monday,19/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
CL10120,CL10120 Greek And Roman Epic And Drama,47,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,English & Creative Writing
CS26110,CS26110 The Artificial Intelligence Toolbox Part 1: How To Find Solutions,85,D,Padarn 1.00,Monday,19/01/2015,14:00,2 Hours,Computer Science
CS35710,CS35710 Ubiquitous Computing,61,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,Computer Science
CY10710,CY10710 Cymraeg Ysgrifenedig 1,16,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,Welsh
ED10620,ED10620 Early Years Provision: Principles And Practice,75,B,Penbryn - MedRus Main,Monday,19/01/2015,14:00,2 Hours,Education & Lifelong Learning
GG23410,GG23410 Sedimentary Environments,45,DD,Padarn 1.05,Monday,19/01/2015,14:00,1.5 Hours,Geography & Earth Sciences
HY35930,"HY35930 The Atlantic World, 1500 - 1800",29,A,Arts Centre - Great Hall,Monday,19/01/2015,14:00,3 Hours,History & Welsh History
MA37410,MA37410 Probability And Stochastic Processes,51,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,Mathematics
MM31420,MM31420 Consumer Behaviour,41,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,Management & Business
MM33220,"MM33220 Firms, Markets And Pricing",99,A,Arts Centre - Great Hall,Monday,19/01/2015,14:00,3 Hours,Management & Business
PH21510,PH21510 Thermal Physics,76,B,Penbryn - MedRus Main,Monday,19/01/2015,14:00,2 Hours,Physics
PH38310,PH38310 Interior Of The Sun,37,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,Physics
PHM3010,PHM3010 Quantum Physics 2,27,C,Sports Cage,Monday,19/01/2015,14:00,2 Hours,Physics
RD12510,RD12510 Tourism Principles And Impacts,21,A,Arts Centre - Great Hall,Monday,19/01/2015,14:00,1.5 Hours,"Biological, Environmental and Rural Sciences"
BR21620,BR21620 Ethology,106,C,Sports Cage,Tuesday,20/01/2015,9:30,2 Hours,"Biological, Environmental and Rural Sciences"
CY12510,CY12510 Cymraeg Llyfr A Chymraeg Llafar I*,20,B,Penbryn - MedRus Main,Tuesday,20/01/2015,9:30,2 Hours,Welsh
CY20210,CY20210 Cymraeg Llyfr A Chymraeg Llafar I*,8,B,Penbryn - MedRus Main,Tuesday,20/01/2015,9:30,2 Hours,Welsh
EA11510,EA11510 Planet Earth,158,PC,Llandinam B23 & Physical Sciences 112,Tuesday,20/01/2015,9:30,1.5 Hours,Geography & Earth Sciences
EC32120,EC32120 European And International Monetary Systems,46,DD,Padarn 1.05,Tuesday,20/01/2015,9:30,3 Hours,Management & Business
FG11010,FG11010 Ffiseg Glasurol*,5,B,Penbryn - MedRus Main,Tuesday,20/01/2015,9:30,2 Hours,Physics
HY35830,HY35830 Early Medieval Europe: From Chlothar To Charlemagne,19,B,Penbryn - MedRus Main,Tuesday,20/01/2015,9:30,3 Hours,History & Welsh History
IP34520,IP34520 Responding To Terror,96,D,Padarn 1.00,Tuesday,20/01/2015,9:30,2 Hours,International Politics
LA36320,LA36320 Criminal Justice And The Penal System,70,C,Sports Cage,Tuesday,20/01/2015,9:30,2 Hours,Law & Criminology
MA12610,MA12610 Mathematics For Economics And Finance 1,82,C,Sports Cage,Tuesday,20/01/2015,9:30,2 Hours,Mathematics
MA26010,MA26010 Distributions And Estimation*,80,C,Sports Cage,Tuesday,20/01/2015,9:30,2 Hours,Mathematics
MM39020,MM39020 Adventure Tourism,15,C,Sports Cage,Tuesday,20/01/2015,9:30,1.5 Hours,Management & Business
MX36010,MX36010 Distributions And Estimation*,2,C,Sports Cage,Tuesday,20/01/2015,9:30,2 Hours,Mathematics
PH11010,PH11010 Classical Physics*,108,B,Penbryn - MedRus Main,Tuesday,20/01/2015,9:30,2 Hours,Physics
TP11220(b),TP11220 Thinking Theatre 1: Key Theatre Practices,78,,Departmental Room,Tuesday,20/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
TP21820(b),TP21820 Directing Text,30,,Departmental Room,Tuesday,20/01/2015,9:30,7 Hours,"Theatre, Film & Television Studies"
AC32920,AC32920 Financial Accounting 2,75,A,Arts Centre - Great Hall,Tuesday,20/01/2015,14:00,3 Hours,Management & Business
BR10310,BR10310 Biology Of The Cell,338,C,Sports Cage,Tuesday,20/01/2015,14:00,1.5 Hours,"Biological, Environmental and Rural Sciences"
CS23710,CS23710 C And Unix Programming,140,B,Penbryn - MedRus Main,Tuesday,20/01/2015,14:00,1.5 Hours,Computer Science
CS38110,CS38110 Open Source Development Issues,53,A,Arts Centre - Great Hall,Tuesday,20/01/2015,14:00,2 Hours,Computer Science
HY36430,HY36430 From Black Death To The Great Fire: The British Town 1349- 1700,39,A,Arts Centre - Great Hall,Tuesday,20/01/2015,14:00,3 Hours,History & Welsh History
IT20610,IT20610 Italian Cinema: Neorealism*,2,D,Padarn 1.00,Tuesday,20/01/2015,14:00,2 Hours,European Languages
MA30110,MA30110 Group Theory,49,D,Padarn 1.00,Tuesday,20/01/2015,14:00,2 Hours,Mathematics
PHM2510,PHM2510 Electromagnetic Theory,27,D,Padarn 1.00,Tuesday,20/01/2015,14:00,2 Hours,Physics